"Library"	"Number of spectra"	"Substance class"	"Number of positive spectra"	"Method"	"Parameters"	"AlgorithmName"	"AUC"	"TPR for FPR = 5%"	"Sn for Max sum Sn+Sp"	"Sp for Max sum Sn+Sp"	"TNR for FNR = 5%"	"time (s)"	"AUCs"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Benzenoids; Benzene and substituted derivatives; Benzenesulfonyl compounds"	"60"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.838404932378679"	"0.555555555555556"	"0.833333333333333"	"0.836515513126492"	"0"	"0.0433354377746582"	"0.851896048793423, 0.892667727393264, 0.932246088570671, 0.827366746221162, 0.927936886767436, 0.831941129673826, 0.809201803235216, 0.844868735083532, 0.826571201272872, 0.810196234420578"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Benzenoids; Benzene and substituted derivatives; Benzoic acids and derivatives"	"80"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.784175746569814"	"0.1875"	"0.833333333333333"	"0.720338983050847"	"0.315980629539952"	"0.0563976764678955"	"0.742534301856336, 0.783797417271994, 0.859715496368039, 0.757818805488297, 0.784554075867635, 0.826069410815173, 0.746569814366425, 0.788589588377724, 0.875554882970137, 0.776281275221953"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Benzenoids; Benzene and substituted derivatives; Benzoic acids and derivatives; Aminobenzoic acids and derivatives"	"12"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.887384792626728"	"0.375"	"1"	"0.777649769585253"	"0"	"0.0521806478500366"	"0.946716589861751, 0.883352534562212, 0.909274193548387, 0.909850230414747, 0.870103686635945, 0.891417050691244, 0.924251152073733, 0.861463133640553, 0.87528801843318, 0.870391705069124"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Benzenoids; Benzene and substituted derivatives; Benzoic acids and derivatives; Benzamides"	"23"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.768106312292359"	"0.285714285714286"	"0.857142857142857"	"0.715116279069767"	"0"	"0.0425797700881958"	"0.824916943521595, 0.871926910299003, 0.587873754152824, 0.776079734219269, 0.760132890365448, 0.664119601328904, 0.738039867109634, 0.782059800664452, 0.687541528239202, 0.795016611295681"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Benzenoids; Benzene and substituted derivatives; Benzoic acids and derivatives; Benzoic acid esters"	"20"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.825599381283836"	"0.25"	"1"	"0.633410672853828"	"0"	"0.0413395166397095"	"0.777068832173241, 0.91415313225058, 0.775908739365816, 0.835460170146945, 0.747293116782676, 0.891337973704563, 0.865042536736272, 0.817672080433101, 0.833526682134571, 0.746519721577726"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Benzenoids; Benzene and substituted derivatives; Benzoic acids and derivatives; Benzoic acids"	"32"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.879380841121495"	"0.55"	"0.9"	"0.897196261682243"	"0"	"0.0531700849533081"	"0.880257009345794, 0.939953271028037, 0.750817757009346, 0.800116822429906, 0.856308411214953, 0.901168224299065, 0.878504672897196, 0.864135514018691, 0.929205607476635, 0.883644859813084"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Benzenoids; Benzene and substituted derivatives; Benzoic acids and derivatives; Halobenzoic acids and derivatives"	"16"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.747106481481481"	"0.2"	"0.7"	"0.741898148148148"	"0"	"0.0447025299072266"	"0.770138888888889, 0.749537037037037, 0.744675925925926, 0.781481481481482, 0.660648148148148, 0.640277777777778, 0.617824074074074, 0.883333333333333, 0.760416666666667, 0.701157407407408"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Benzenoids; Benzene and substituted derivatives; Benzoic acids and derivatives; Hydroxybenzoic acid derivatives"	"16"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.774884259259259"	"0.2"	"0.8"	"0.855324074074074"	"0"	"0.0624182224273682"	"0.649768518518518, 0.595601851851852, 0.789814814814815, 0.734722222222222, 0.764814814814815, 0.789814814814815, 0.784953703703704, 0.786574074074074, 0.665972222222222, 0.912268518518518"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Benzenoids; Benzene and substituted derivatives; Benzoyl derivatives"	"105"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.762374860956618"	"0.161290322580645"	"0.870967741935484"	"0.608374384236453"	"0.266009852216749"	"0.0621654987335205"	"0.699864929286508, 0.746106785317019, 0.7701811536628, 0.782695058000953, 0.766685205784204, 0.727991419037025, 0.859725091371365, 0.75981249006833, 0.760686477037978, 0.764063244875258"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Benzenoids; Benzene and substituted derivatives; Biphenyls and derivatives"	"10"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.674731182795699"	"0.333333333333333"	"0.666666666666667"	"0.745391705069124"	"0"	"0.0466551780700684"	"0.657066052227342, 0.900537634408602, 0.717357910906298, 0.656298003072197, 0.526881720430108, 0.673195084485407, 0.626728110599078, 0.741935483870968, 0.961981566820277, 0.676267281105991"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Benzenoids; Benzene and substituted derivatives; Diphenylmethanes"	"18"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.68587962962963"	"0.1"	"0.7"	"0.62037037037037"	"0"	"0.0571435689926147"	"0.511342592592593, 0.781712962962963, 0.571527777777778, 0.513194444444445, 0.711111111111111, 0.660648148148148, 0.771527777777778, 0.721296296296296, 0.501157407407407, 0.776157407407407"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Benzenoids; Benzene and substituted derivatives; Halobenzenes"	"118"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.783049040511727"	"0.357142857142857"	"0.771428571428571"	"0.748756218905473"	"0"	"0.0539140701293945"	"0.780490405117271, 0.775337597725658, 0.808351101634684, 0.799573560767591, 0.787846481876333, 0.783688699360341, 0.774164889836532, 0.776545842217484, 0.782409381663113, 0.80543710021322"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Benzenoids; Benzene and substituted derivatives; Halobenzenes; Bromobenzenes"	"13"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.789405311778291"	"0.5"	"0.75"	"0.958429561200924"	"0"	"0.0428488254547119"	"0.622113163972286, 0.850461893764434, 0.808602771362587, 0.561778290993072, 0.789260969976905, 0.818706697459584, 0.789549653579677, 0.65040415704388, 0.845842956120092, 0.519630484988453"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Benzenoids; Benzene and substituted derivatives; Halobenzenes; Chlorobenzenes"	"91"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.827890695573622"	"0.444444444444444"	"0.740740740740741"	"0.841463414634146"	"0"	"0.0501822233200073"	"0.836088527551942, 0.832700993676603, 0.875293586269195, 0.799774164408311, 0.865356820234869, 0.861653116531165, 0.823080397470641, 0.780126467931346, 0.818744354110207, 0.797199638663053"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Benzenoids; Benzene and substituted derivatives; Halobenzenes; Chlorobenzenes; Dichlorobenzenes"	"31"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.90407580477674"	"0.666666666666667"	"0.888888888888889"	"0.911214953271028"	"0"	"0.0563582181930542"	"0.941718587746625, 0.897066458982347, 0.911085150571132, 0.879672897196262, 0.865784008307373, 0.956516095534787, 0.969106957424714, 0.774922118380062, 0.890316718587747, 0.965342679127726"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Benzenoids; Benzene and substituted derivatives; Halobenzenes; Fluorobenzenes"	"15"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.80715935334873"	"0.2"	"0.8"	"0.789838337182448"	"0"	"0.0495501756668091"	"0.865819861431871, 0.804387990762125, 0.799538106235566, 0.893764434180139, 0.742263279445727, 0.874826789838337, 0.963279445727483, 0.809930715935335, 0.70877598152425, 0.601847575057737"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Benzenoids; Benzene and substituted derivatives; Methoxybenzenes"	"74"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.831818181818181"	"0.409090909090909"	"0.818181818181818"	"0.795180722891566"	"0.292771084337349"	"0.0395370721817017"	"0.879025191675794, 0.822289156626505, 0.841347207009857, 0.85629791894852, 0.811281489594742, 0.818455640744797, 0.891237677984665, 0.820372398685651, 0.792442497261774, 0.897864184008762"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Benzenoids; Benzene and substituted derivatives; Methoxybenzenes; Dimethoxybenzenes"	"14"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.935190531177829"	"0.5"	"1"	"0.859122401847575"	"0"	"0.0427403450012207"	"0.829965357967668, 0.953810623556582, 0.906177829099307, 0.928983833718245, 0.975173210161663, 0.98094688221709, 0.941397228637413, 0.954387990762125, 0.739896073903003, 0.89405311778291"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Benzenoids; Benzene and substituted derivatives; Nitrobenzenes"	"18"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.93125"	"0.6"	"1"	"0.850694444444444"	"0"	"0.0429295301437378"	"0.943518518518518, 0.918981481481481, 0.971759259259259, 0.98287037037037, 0.959722222222222, 0.915046296296296, 0.881018518518519, 0.803240740740741, 0.891203703703704, 0.952314814814815"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Benzenoids; Benzene and substituted derivatives; N-phenylureas"	"12"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.904089861751152"	"0.5"	"1"	"0.844470046082949"	"0"	"0.0440353155136108"	"0.978110599078341, 0.925979262672811, 0.806163594470046, 0.920794930875576, 0.482142857142857, 0.768145161290323, 0.940668202764977, 0.743951612903226, 0.919642857142857, 0.888536866359447"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Benzenoids; Benzene and substituted derivatives; Phenethylamines"	"15"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.848267898383372"	"0.4"	"0.8"	"0.814087759815243"	"0"	"0.0410894155502319"	"0.793995381062356, 0.893302540415704, 0.764203233256351, 0.853579676674365, 0.91108545034642, 0.759353348729792, 0.884757505773672, 0.821939953810624, 0.91662817551963, 0.842956120092379"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Benzenoids; Benzene and substituted derivatives; Phenethylamines; Amphetamines and derivatives"	"14"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.913539260969977"	"0.75"	"0.875"	"0.886836027713626"	"0"	"0.0390679836273193"	"0.899826789838337, 0.927251732101617, 0.973441108545035, 0.773960739030023, 0.77742494226328, 0.775692840646651, 0.972863741339492, 0.928983833718245, 0.953521939953811, 0.804272517321016"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Benzenoids; Benzene and substituted derivatives; Phenoxyacetic acid derivatives"	"11"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.967357910906298"	"0.666666666666667"	"1"	"0.943548387096774"	"0"	"0.0394357442855835"	"0.981566820276498, 0.966205837173579, 0.931643625192012, 0.969278033794163, 0.840245775729647, 0.971582181259601, 0.968509984639017, 0.98963133640553, 0.961981566820276, 0.953917050691244"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Benzenoids; Benzene and substituted derivatives; Phenoxy compounds"	"130"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.737002319288751"	"0.269230769230769"	"0.653846153846154"	"0.798994974874372"	"0"	"0.0393847227096558"	"0.724391186702744, 0.738210282180131, 0.735278958897049, 0.735794356397372, 0.705836876691148, 0.80331142893957, 0.758085298286304, 0.785659064553537, 0.756120345316325, 0.730962504831851"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Benzenoids; Benzene and substituted derivatives; Phenylpropanes"	"12"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.610311059907834"	"0.25"	"0.5"	"0.866359447004608"	"0"	"0.0399653911590576"	"0.514112903225806, 0.611751152073733, 0.630472350230415, 0.433755760368664, 0.675979262672811, 0.741071428571429, 0.57315668202765, 0.518145161290323, 0.695564516129032, 0.608870967741935"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Benzenoids; Benzene and substituted derivatives; Styrenes"	"26"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.708406177156177"	"0.125"	"0.75"	"0.688811188811189"	"0"	"0.0391703844070435"	"0.798513986013986, 0.807255244755245, 0.649329836829837, 0.622231934731935, 0.621066433566434, 0.674970862470862, 0.644376456876457, 0.741841491841492, 0.79822261072261, 0.786130536130536"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Benzenoids; Benzene and substituted derivatives; Toluenes"	"23"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.786461794019933"	"0.285714285714286"	"0.785714285714286"	"0.776744186046512"	"0"	"0.0393379926681519"	"0.844352159468438, 0.669435215946843, 0.809136212624585, 0.801661129568106, 0.691196013289037, 0.771262458471761, 0.830564784053156, 0.862126245847176, 0.698837209302325, 0.711960132890365"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Benzenoids; Benzene and substituted derivatives; Trifluoromethylbenzenes"	"20"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.875966744006187"	"0.666666666666667"	"0.833333333333333"	"0.917633410672854"	"0"	"0.039253830909729"	"0.847641144624903, 0.733178654292343, 0.860788863109049, 0.744199535962877, 0.891144624903325, 0.938128383604022, 0.77784222737819, 0.912799690641918, 0.940641918020108, 0.902358855375097"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Benzenoids; Benzene and substituted derivatives; Xylenes"	"12"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.763536866359447"	"0.5"	"0.75"	"0.859447004608295"	"0"	"0.0401558876037598"	"0.811059907834102, 0.953052995391705, 0.724078341013825, 0.741647465437788, 0.677995391705069, 0.785426267281106, 0.618087557603687, 0.939516129032258, 0.649769585253456, 0.819988479262673"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Benzenoids; Naphthalenes"	"22"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.74701690420948"	"0.142857142857143"	"0.785714285714286"	"0.689095127610209"	"0"	"0.0408625602722168"	"0.72969837587007, 0.62877030162413, 0.76433543254889, 0.875704342061651, 0.66340735830295, 0.720417633410673, 0.868578057673185, 0.789857474312231, 0.857640039774611, 0.721411998674179"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Benzenoids; Phenol ethers"	"153"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.789614144334483"	"0.326086956521739"	"0.760869565217391"	"0.726342710997443"	"0.245524296675192"	"0.0396820306777954"	"0.785972422995663, 0.811103080173468, 0.823362615367508, 0.770793950850661, 0.754725897920605, 0.798037362392973, 0.839736461692428, 0.762370732792172, 0.767207828310909, 0.793255865673302"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Benzenoids; Phenol ethers; Anisoles"	"103"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.861453201970444"	"0.516129032258065"	"0.82258064516129"	"0.874384236453202"	"0.264778325123153"	"0.0394632816314697"	"0.815827109486731, 0.883004926108374, 0.864174479580487, 0.851819481964087, 0.881892579056094, 0.907039567773717, 0.925512474177658, 0.858731924360401, 0.840417924678214, 0.84951533449865"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Benzenoids; Phenols"	"298"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.84561055146584"	"0.48876404494382"	"0.702247191011236"	"0.872126436781609"	"0.327586206896552"	"0.0395112037658691"	"0.860390029704249, 0.874660984114685, 0.85499806276637, 0.824631925610229, 0.871012527444144, 0.843471522665633, 0.847749580266048, 0.827069611261784, 0.836174609324552, 0.809456928838952"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Benzenoids; Phenols; 1-hydroxy-2-unsubstituted benzenoids"	"267"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.884313725490196"	"0.5625"	"0.8"	"0.84593837535014"	"0.502801120448179"	"0.0424996614456177"	"0.892366946778712, 0.902871148459384, 0.882475490196079, 0.873301820728291, 0.891211484593838, 0.879149159663866, 0.916053921568628, 0.865073529411765, 0.884663865546219, 0.883963585434174"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Benzenoids; Phenols; 1-hydroxy-4-unsubstituted benzenoids"	"177"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.910340507075472"	"0.660377358490566"	"0.830188679245283"	"0.8671875"	"0.451822916666667"	"0.0425093173980713"	"0.903572130503145, 0.91116352201258, 0.898634040880504, 0.944526336477988, 0.915536556603775, 0.911286360062893, 0.909517492138365, 0.888119103773585, 0.92000786163522, 0.90676591981132"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Benzenoids; Phenols; Benzenediols"	"60"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.919053301511535"	"0.638888888888889"	"0.916666666666667"	"0.894988066825776"	"0"	"0.038543701171875"	"0.90559533280297, 0.923296207902413, 0.914810395120657, 0.93748342614691, 0.972686290108724, 0.894789180588703, 0.940201538053567, 0.977989923097322, 0.870127287191726, 0.869132856006364"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Benzenoids; Phenols; Benzenediols; Catechols"	"53"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.898456057007125"	"0.65625"	"0.9375"	"0.882422802850356"	"0"	"0.0384292602539062"	"0.856071852731591, 0.962885985748218, 0.87269893111639, 0.868171021377672, 0.938390736342042, 0.865944180522565, 0.88375890736342, 0.919239904988123, 0.952642517814727, 0.913153206650831"
"2018-02-13_09:14:10_neg_11328_MoNA-export-LC-MS-MS_Spectra.msp"	"1457"	"Organic compounds; Benzenoids; Phenols; Benzenetriols and derivatives"	"13"	"ColSumsPos"	"smoothIntensities=FALSE"	"method=ColSumsPos; smoothIntensities=FALSE"	"0.973729792147806"	"0.875"	"1"	"0.956120092378753"	"0"	"0.0398933887481689"	"0.978060046189376, 0.976327944572748, 0.976905311778291, 0.812933025404157, 0.983256351039261, 0.971131639722864, 0.992782909930716, 0.795612009237875, 0.970554272517321, 0.814665127020785"
